Noise_HU,Uniformity_HU,Scaling_V_mm,HU_Precision,RUL_Tube,RUL_Gantry,RUL_Table,RUL_Generator
18.5652,1.6562,329.6074,0.7771,1040,1820,1824,2534
22.5808,0.9217,330.6034,0.7654,1009,1825,1810,2531
13.4074,0.9257,330.3511,0.7521,1095,1825,1815,2555
13.5317,1.7063,326.3124,0.6365,1095,1817,1727,2551
18.1325,1.4708,328.2194,1.6738,1038,1825,1783,2533
17.0457,1.5197,329.8718,1.3369,1055,1825,1825,2543
20.5401,1.0449,331.0726,1.0093,1020,1825,1793,2536
16.7518,1.3618,325.6077,1.5404,1047,1825,1714,2553
13.9221,0.9455,329.6758,0.395,1095,1825,1815,2555
16.772,2.0341,330.2861,0.4677,1067,1801,1819,2538
18.3261,2.1211,331.6992,0.1288,1059,1794,1777,2525
17.4614,0.3923,331.3857,0.7202,1065,1825,1797,2555
16.5218,0.9423,331.1651,1.0647,1081,1825,1800,2555
18.2,0.6021,328.4001,1.0411,1041,1825,1783,2555
18.5079,1.11,326.184,1.0597,1046,1825,1729,2533
19.1465,1.4499,329.2139,0.4356,1043,1823,1805,2531
16.9461,0.6302,332.0033,1.3213,1053,1825,1771,2555
14.4986,0.9469,332.7869,1.0959,1080,1825,1753,2555
15.4401,0.8976,331.4211,1.2932,1066,1825,1788,2555
18.6195,1.6244,330.8587,0.2429,1055,1823,1812,2534
12.5492,1.5416,330.7593,1.1246,1095,1823,1811,2555
16.106,1.067,328.8878,0.5249,1081,1825,1802,2555
13.82,1.6061,329.7399,0.8411,1094,1825,1820,2555
15.0862,1.172,333.3381,1.2137,1078,1825,1736,2555
18.8354,1.337,328.1149,1.0364,1039,1825,1778,2534
15.5733,2.5041,333.2296,0.6594,1078,1792,1749,2534
15.1393,2.3043,329.3559,1.0025,1080,1781,1803,2541
10.9204,0.7203,332.6509,0.3874,1095,1825,1762,2555
17.2388,1.9978,327.1864,1.4601,1049,1797,1766,2541
16.9365,1.9868,331.1718,0.9179,1058,1802,1801,2534
21.4898,0.811,328.5265,1.4474,1004,1825,1795,2544
14.0767,1.9913,327.1695,0.7894,1082,1805,1755,2547
15.6575,2.4228,330.4371,0.7906,1083,1793,1819,2523
15.7482,0.8265,332.0189,0.6943,1074,1825,1771,2555
19.7324,0.9495,328.3101,1.3505,1033,1825,1787,2544
14.7141,2.1106,327.002,0.7162,1092,1798,1753,2544
15.8371,1.6629,329.8163,1.2578,1061,1820,1822,2544
16.8237,1.8309,329.8251,0.847,1059,1811,1825,2539
15.5598,1.7044,331.0966,0.2096,1095,1817,1795,2546
13.6607,1.7344,331.8992,0.7719,1095,1813,1777,2555
15.5823,0.7041,329.8812,0.5284,1081,1825,1823,2555
18.2209,2.1284,333.711,1.0136,1049,1801,1727,2527
11.9205,2.2018,330.4485,0.5238,1095,1802,1815,2555
15.3989,1.3624,329.3071,1.3704,1073,1825,1799,2555
12.8996,1.4739,326.7769,0.9636,1095,1822,1750,2555
18.5851,0.5813,329.4747,0.929,1035,1825,1812,2550
10.4304,1.8086,329.3272,1.2624,1095,1812,1806,2555
13.3232,1.8432,331.9206,1.3856,1091,1815,1773,2540
16.1316,1.4627,330.925,0.992,1063,1822,1801,2547
19.6966,2.1746,327.6413,0.6915,1037,1789,1769,2518
14.8027,1.2996,330.3445,0.2904,1087,1825,1819,2555
13.3344,1.8388,331.3431,0.7256,1095,1808,1788,2555
20.6435,0.8882,333.0561,0.7531,1032,1825,1744,2541
10.656,1.4859,331.775,1.0428,1095,1822,1784,2555
8.4036,1.3954,331.5217,0.8619,1095,1825,1783,2555
16.32,1.6352,330.1202,1.2752,1067,1818,1822,2537
13.4938,1.2783,330.7766,0.7548,1095,1825,1806,2555
11.9363,1.4211,332.499,0.9772,1095,1825,1764,2555
17.1251,1.9956,327.3344,1.4736,1049,1806,1763,2541
15.7314,1.2379,329.3011,1.1367,1068,1825,1801,2555
13.3078,0.5361,328.4549,0.976,1091,1825,1777,2555
11.1591,2.5498,330.7583,0.7592,1095,1779,1803,2553
17.6174,2.3289,332.4604,0.7467,1062,1799,1772,2522
16.9506,0.7246,328.8061,0.6598,1072,1825,1805,2555
14.7025,1.9138,325.2194,0.7836,1091,1802,1715,2550
20.5399,1.1982,329.1756,1.3023,1011,1825,1803,2526
11.7897,1.6581,331.8269,0.9112,1095,1814,1770,2555
10.4234,1.6765,331.0753,0.4601,1095,1821,1786,2555
12.9243,1.3594,330.8564,1.7073,1095,1825,1801,2555
14.8632,1.0297,329.44,1.128,1078,1825,1810,2555
15.73,1.0857,327.4419,0.4372,1085,1825,1768,2551
14.2763,0.9503,331.0306,0.8233,1083,1825,1804,2555
16.0562,1.0009,328.3314,1.0444,1075,1825,1784,2555
11.2454,1.4597,334.3682,1.6818,1095,1822,1711,2555
19.3313,1.0705,331.141,0.5568,1040,1825,1792,2537
14.7535,1.9092,328.8387,1.3904,1072,1803,1797,2555
18.3519,2.3923,328.7772,1.5598,1029,1793,1798,2523
16.0282,1.152,329.8141,0.7485,1074,1825,1822,2555
16.3703,1.6436,329.521,0.889,1077,1819,1808,2549
16.7093,1.7998,332.2337,0.5855,1082,1809,1772,2537
16.3431,1.7832,330.3728,0.9186,1068,1822,1818,2541
16.9282,1.5456,328.5367,0.9854,1067,1819,1783,2547
18.9875,1.9456,333.7809,1.2639,1037,1796,1727,2528
15.5896,1.7893,330.0986,1.4361,1070,1816,1825,2543
17.127,0.7574,331.5377,0.7008,1062,1825,1785,2552
14.7308,2.0215,328.7835,0.2131,1095,1809,1803,2555
19.3204,2.0324,330.7262,0.9915,1040,1802,1809,2522
12.9708,1.042,330.6222,1.1174,1095,1825,1807,2555
20.4028,1.5228,326.2207,1.0998,1024,1825,1730,2528
14.8795,1.91,334.0306,0.8693,1083,1803,1725,2546
10.7077,1.3744,332.5813,1.0499,1095,1825,1757,2555
15.3843,2.1438,329.2056,1.6062,1062,1799,1801,2547
12.9568,2.9183,327.7955,1.1527,1095,1776,1773,2536
17.5219,1.0284,330.6951,0.8507,1067,1825,1812,2546
13.0421,0.6714,330.1734,0.7999,1095,1825,1824,2555
13.6614,1.6823,330.7113,0.9321,1095,1820,1815,2555
9.3314,1.9329,330.3832,1.6547,1095,1805,1813,2555
13.6431,1.3615,331.0125,0.9267,1095,1825,1808,2555
7.7284,2.372,332.8946,0.9921,1095,1782,1748,2555
10.2483,0.6968,331.1362,0.8071,1095,1825,1792,2555
17.2812,1.9158,327.9007,1.4396,1041,1802,1764,2529
17.3574,1.1365,332.7251,1.7839,1038,1825,1755,2551
16.2764,2.5316,333.2812,1.1802,1071,1784,1740,2530
12.0991,2.6955,336.3041,1.0331,1095,1787,1670,2544
14.8569,1.04,327.753,1.0147,1078,1825,1770,2555
14.9892,1.1703,330.4858,0.0463,1088,1825,1807,2555
11.5249,2.0158,325.8358,1.2981,1095,1808,1719,2555
19.5102,1.2677,331.1063,1.0537,1027,1825,1795,2525
17.6321,1.4728,328.9036,1.1713,1062,1821,1789,2537
14.3371,1.5152,333.8469,0.7154,1091,1825,1724,2555
15.0807,0.3482,328.4508,0.8462,1081,1825,1782,2555
15.6251,1.4917,326.6216,0.8356,1079,1825,1748,2548
8.8748,1.0862,329.0575,1.4086,1095,1825,1802,2555
14.2585,1.2041,326.049,0.8485,1094,1825,1730,2555
12.954,2.3662,331.5022,1.8331,1093,1788,1780,2554
11.9951,0.7461,325.8698,1.1723,1095,1825,1728,2555
14.1567,1.9879,330.0569,0.4897,1095,1809,1825,2549
20.3931,1.3326,325.8444,0.9486,1031,1825,1711,2529
16.9225,1.3321,329.3594,0.7393,1062,1825,1805,2545
13.2865,1.9742,333.2868,0.1222,1095,1797,1745,2553
16.7177,1.704,330.7213,1.6398,1055,1822,1810,2540
19.1981,1.8424,328.273,1.2813,1038,1824,1778,2530
17.7739,2.0809,329.9376,1.2133,1040,1800,1822,2532
15.1789,1.3012,330.036,1.0662,1081,1825,1821,2555
13.0592,1.1327,330.9453,0.4472,1095,1825,1802,2555
17.0947,0.8489,327.2663,0.8066,1065,1825,1763,2555
16.1805,1.0048,331.1851,1.3367,1067,1825,1792,2555
17.6856,3.2695,324.5912,0.5795,1067,1759,1695,2512
16.9055,2.2468,328.7402,0.0,1083,1791,1790,2529
18.1487,0.6894,329.0235,0.9092,1057,1825,1796,2555
13.3943,0.7065,331.2667,0.9433,1095,1825,1797,2555
18.9522,1.7891,330.0453,1.0542,1041,1813,1825,2534
15.5928,1.8284,327.1889,1.2914,1070,1815,1759,2546
21.2258,1.8293,328.03,1.255,1018,1813,1769,2514
12.9324,1.347,330.3974,1.1035,1095,1825,1813,2555
20.2079,1.4247,329.8419,1.4782,1019,1825,1825,2530
15.5937,1.6967,328.8418,0.3924,1085,1818,1796,2555
13.0457,1.5515,329.0383,1.2018,1095,1818,1796,2555
13.5483,0.1684,331.3923,1.2506,1086,1825,1792,2555
14.039,1.3621,328.9646,0.5042,1095,1825,1796,2555
16.2725,0.9892,329.8238,0.3989,1077,1825,1825,2555
16.5685,1.6051,334.3399,0.7016,1079,1820,1724,2552
13.2789,3.2912,327.1526,0.7354,1093,1754,1757,2513
14.9269,1.7205,326.2963,1.3014,1073,1814,1739,2545
21.4268,1.3119,331.5672,0.7542,1020,1825,1786,2522
20.1826,2.0531,328.6427,0.6575,1039,1794,1795,2514
16.309,1.7896,329.3635,0.7553,1073,1808,1816,2544
15.114,1.7521,328.4377,1.4475,1074,1813,1787,2551
15.3601,1.8641,329.4804,1.0052,1071,1811,1811,2548
16.8406,2.7339,333.1971,0.9283,1057,1781,1737,2524
11.9316,0.8215,331.6043,0.956,1095,1825,1784,2555
14.2279,1.7842,331.7244,1.5168,1073,1809,1786,2547
9.9942,0.9442,327.1675,0.7003,1095,1825,1759,2555
16.1977,1.8333,327.6977,1.5262,1063,1814,1770,2539
16.9416,0.9488,324.3218,1.0842,1054,1825,1680,2548
13.5504,1.2496,328.3812,0.9358,1095,1825,1775,2555
19.722,1.3229,331.9134,2.0004,1024,1825,1775,2542
11.3227,2.0855,331.0339,0.5777,1095,1805,1798,2555
10.6069,2.0511,329.557,0.8585,1095,1811,1812,2555
15.6734,0.7526,329.9554,0.507,1069,1825,1825,2555
18.1413,1.533,328.6222,1.381,1039,1825,1800,2545
20.0518,1.0743,330.4095,1.6757,1023,1825,1815,2535
13.6233,0.7449,331.5318,1.668,1082,1825,1786,2555
18.236,1.3698,326.7682,1.4896,1043,1825,1743,2543
14.8845,1.3149,330.5993,0.921,1075,1825,1811,2555
14.4821,2.956,331.8649,0.8539,1091,1767,1774,2529
17.651,1.7598,329.1698,0.3315,1061,1824,1805,2543
16.957,0.6734,331.4014,1.8143,1048,1825,1792,2555
10.2708,1.1611,335.6293,1.1876,1095,1825,1685,2555
19.4296,2.1128,329.7913,0.8032,1032,1798,1822,2528
19.1403,2.7531,330.7866,1.5312,1025,1773,1808,2504
13.1233,0.5484,328.5239,0.6109,1095,1825,1779,2555
16.1874,0.372,330.3625,1.1626,1068,1825,1819,2555
16.4821,2.6226,330.9205,0.9309,1071,1783,1799,2531
15.782,1.7338,330.3897,1.2555,1070,1816,1810,2552
13.3491,0.979,327.9606,0.9746,1095,1825,1768,2555
12.9851,1.8208,330.4127,0.4196,1095,1813,1817,2555
14.9233,0.0,332.9244,1.0302,1079,1825,1751,2555
18.5182,1.502,330.8973,1.4195,1038,1825,1794,2527
16.6308,1.6967,331.924,0.9883,1074,1817,1779,2544
13.8882,2.0546,329.526,1.31,1090,1809,1806,2544
17.3151,0.8917,331.4998,0.5818,1071,1825,1788,2555
6.4544,1.5514,330.5585,0.9895,1095,1825,1812,2555
18.4463,0.9447,328.0982,0.7502,1046,1825,1782,2543
9.7809,1.6532,330.637,1.2988,1095,1820,1818,2555
13.9127,0.9628,328.0166,1.0126,1092,1825,1769,2555
11.641,1.2551,328.7342,1.276,1095,1825,1793,2555
11.116,0.9025,330.3787,1.4351,1095,1825,1814,2555
18.4825,1.8907,330.5945,1.2766,1040,1812,1812,2529
13.5969,2.0151,327.6215,1.1092,1095,1807,1767,2555
16.0395,1.3592,332.108,0.6007,1065,1822,1771,2549
14.8592,1.5229,331.144,0.9989,1087,1820,1794,2555
16.4311,0.6308,328.5905,0.7868,1064,1825,1784,2555
15.2305,1.3202,326.9248,0.8624,1073,1825,1753,2555
11.151,1.4699,329.7102,0.8502,1095,1825,1820,2555
17.9888,3.0725,329.1081,0.608,1060,1761,1807,2506
13.5187,0.8328,330.2263,0.2171,1095,1825,1818,2555
10.3303,2.3785,329.2738,0.7327,1095,1790,1804,2555
13.7157,2.0981,325.9851,1.0774,1095,1796,1719,2552
19.5023,1.6684,329.2233,0.4607,1046,1807,1807,2535
17.5507,2.5552,329.3888,1.0063,1054,1785,1805,2518
13.954,1.7233,331.2673,1.7601,1081,1817,1803,2555
13.9522,1.7335,328.6036,1.4092,1091,1813,1784,2555
14.0351,1.4681,333.3573,1.6574,1076,1818,1742,2555
21.2302,2.2341,326.1767,1.1565,1012,1799,1737,2511
16.1458,2.1579,332.6223,1.467,1060,1797,1762,2539
16.2901,1.1246,329.5514,0.7104,1061,1825,1815,2555
18.0909,0.7085,331.7192,0.7423,1054,1825,1777,2552
15.7164,1.3782,330.1596,0.0,1078,1819,1814,2549
14.2229,1.02,332.2791,1.4745,1081,1825,1772,2555
14.411,1.4619,329.2253,1.6161,1081,1825,1813,2554
14.7852,2.2425,327.8028,0.7787,1083,1803,1768,2544
14.8883,1.2256,332.841,0.8984,1091,1825,1748,2555
17.1829,1.4743,329.773,0.6985,1055,1825,1807,2555
15.1558,1.5348,330.4431,1.1531,1082,1824,1809,2555
17.1979,2.0091,332.4695,1.45,1055,1804,1763,2534
14.7579,0.1519,327.9361,0.3029,1084,1825,1781,2555
15.2359,1.136,331.191,1.1638,1089,1825,1799,2553
9.0054,1.6268,328.8202,0.8893,1095,1825,1797,2555
17.749,2.22,329.7357,1.0454,1047,1791,1816,2524
16.0395,1.2049,330.1446,1.1836,1060,1825,1818,2555
17.994,0.3741,326.9996,0.9247,1050,1825,1757,2553
6.3112,1.8718,328.4423,0.9586,1095,1806,1787,2555
21.2651,1.1188,332.7021,0.9144,1019,1825,1747,2526
14.5812,0.7862,331.7724,1.3881,1077,1825,1777,2555
18.3245,1.1254,329.8747,1.1675,1047,1825,1818,2543
11.8803,1.3893,330.4862,1.0882,1095,1825,1810,2555
16.8383,1.1372,329.4115,0.4916,1060,1825,1813,2549
11.8398,0.1767,332.7132,0.8486,1095,1825,1757,2555
13.1287,2.0382,329.5993,1.3595,1081,1791,1815,2547
20.7421,2.2649,330.4637,1.0151,1024,1791,1820,2507
14.428,1.8909,332.2921,1.2638,1077,1807,1764,2553
15.6523,0.8174,328.4453,1.7066,1064,1825,1795,2555
17.6102,1.3791,333.1176,1.4154,1054,1825,1744,2547
16.487,1.4961,326.9391,1.0373,1060,1824,1749,2543
15.4513,1.8593,333.2593,0.7956,1084,1811,1742,2544
16.0949,1.901,329.2546,0.0,1082,1804,1807,2542
22.2102,1.0595,329.5146,0.9326,1018,1825,1815,2526
14.8271,1.5492,326.22,0.8696,1082,1825,1733,2555
15.6033,1.7744,329.0904,1.1561,1067,1817,1798,2548
18.152,2.3735,327.9204,0.9384,1053,1798,1767,2526
18.3166,1.9227,328.7847,0.8718,1047,1804,1807,2528
18.5611,1.9734,329.7254,0.2882,1051,1810,1816,2534
16.9162,1.5503,331.9156,0.624,1064,1822,1781,2544
11.571,2.3463,330.4152,1.1907,1095,1797,1807,2550
19.9003,1.7459,330.6154,1.6864,1027,1820,1808,2536
11.561,0.9833,327.809,0.961,1095,1825,1770,2555
15.9079,2.342,328.2385,1.1311,1069,1790,1783,2530
12.7372,1.9187,333.5975,1.381,1095,1813,1721,2555
14.8076,1.2342,328.5296,0.6756,1088,1825,1789,2555
15.9863,1.2123,333.3124,1.1467,1074,1825,1736,2555
15.9641,1.6779,329.5139,0.7038,1074,1811,1814,2554
16.2658,1.7779,330.0046,1.3459,1061,1812,1820,2541
19.8411,1.6184,332.1407,1.0606,1034,1825,1767,2541
16.3606,1.6868,332.5438,1.1194,1065,1823,1760,2546
14.2675,2.52,329.7784,0.687,1090,1779,1814,2543
17.8923,2.1429,329.2235,1.2828,1049,1793,1803,2529
18.5684,1.6144,329.8882,1.8339,1029,1825,1816,2535
11.3172,2.0648,330.6759,0.5968,1095,1797,1799,2555
16.7922,0.8805,331.7826,0.8641,1061,1825,1786,2555
17.1035,1.7388,330.0085,1.0926,1064,1812,1818,2543
14.1073,2.5856,331.2378,1.3146,1068,1790,1793,2540
19.1271,1.3692,333.2767,0.7762,1044,1825,1747,2537
14.5498,0.9914,330.7626,0.0,1095,1825,1803,2555
15.3767,1.1087,330.6233,1.5437,1060,1825,1805,2546
14.4808,0.8462,326.9622,1.3042,1082,1825,1750,2555
15.0467,1.0291,324.7385,0.3028,1092,1825,1699,2555
11.7112,1.2777,330.7768,0.757,1095,1823,1800,2555
10.6798,0.6567,329.8104,1.6273,1095,1825,1820,2555
19.7835,1.5094,328.9704,1.5791,1030,1825,1791,2532
12.4591,2.0414,330.4871,1.3755,1095,1798,1811,2555
12.0258,0.9553,329.8792,0.9296,1095,1825,1822,2555
8.5398,2.4116,332.2556,1.0332,1095,1791,1764,2555
13.0831,1.8065,330.1722,0.9476,1095,1816,1818,2555
11.0307,2.1183,328.5062,1.4513,1095,1800,1781,2555
19.926,1.1053,331.9803,0.6497,1034,1825,1776,2528
18.0295,2.0127,329.5657,0.6777,1044,1799,1819,2526
12.9355,0.8448,331.0531,1.4041,1095,1825,1793,2555
21.7573,2.0341,329.0452,0.9823,1009,1812,1798,2516
17.9453,1.6031,328.7003,1.5514,1038,1821,1795,2541
14.0255,1.832,330.1683,0.7314,1092,1812,1825,2551
7.5018,0.7946,330.0257,0.9781,1095,1825,1817,2555
21.8728,0.963,330.9597,0.631,1017,1825,1800,2528
10.8313,1.8583,329.4627,1.0029,1095,1815,1813,2555
10.0638,0.931,326.3273,0.4086,1095,1825,1733,2555
18.0677,1.7779,329.1345,0.8049,1049,1812,1791,2535
22.3193,0.6797,331.5876,0.4255,1015,1825,1788,2531
19.1528,2.0089,329.4052,1.2776,1044,1800,1818,2528
16.6917,0.7605,329.5072,1.2866,1058,1825,1813,2555
16.7843,1.8314,331.9728,0.3079,1078,1814,1771,2539
17.5602,1.8754,328.5761,1.5336,1047,1814,1787,2526
17.2768,1.0819,326.9144,1.999,1040,1825,1757,2544
15.8436,1.8492,329.6787,1.0184,1070,1819,1822,2544
15.3126,1.6563,329.0317,0.7436,1080,1818,1804,2544
14.8122,1.1767,328.0675,2.1297,1068,1825,1778,2555
12.7381,0.8949,329.6492,0.4724,1095,1825,1813,2555
14.158,0.3224,330.983,1.008,1090,1825,1799,2555
9.9211,1.7098,329.9814,1.0718,1095,1818,1824,2555
14.705,0.5611,330.614,1.5381,1070,1825,1812,2555
12.0342,1.5572,333.6268,1.1439,1095,1825,1742,2555
11.6892,1.3419,329.3142,0.8005,1095,1823,1813,2555
15.5397,1.9075,330.5567,0.6195,1082,1803,1804,2539
19.176,1.3188,328.9816,0.8633,1038,1825,1801,2536
17.7549,1.3023,328.3073,0.5972,1062,1824,1786,2555
10.2885,1.9391,328.8302,1.0191,1095,1812,1799,2555
12.0311,1.701,329.0425,0.7743,1095,1821,1798,2555
17.8223,1.6897,330.719,0.4024,1064,1819,1822,2540
12.0525,1.7816,334.6982,1.5021,1092,1808,1701,2555
14.3261,0.5787,328.5679,0.8009,1095,1825,1784,2555
16.6502,1.9541,329.1667,0.4927,1070,1817,1805,2536
12.095,1.8675,329.8738,0.9327,1095,1811,1825,2555
15.3161,0.89,330.7916,1.0273,1077,1825,1801,2555
10.9979,1.3536,330.5271,0.3014,1095,1825,1810,2555
13.1959,1.4764,332.5682,1.1327,1095,1825,1766,2555
15.9593,1.4193,325.1472,0.5811,1082,1825,1704,2549
10.221,1.7003,325.2261,1.6844,1095,1817,1704,2555
16.3214,2.3588,329.0082,1.2096,1065,1795,1803,2526
14.9411,2.1491,332.1946,0.84,1085,1811,1771,2539
16.6575,0.7127,326.8687,0.7019,1067,1825,1752,2555
15.6717,1.8732,323.9847,0.958,1083,1810,1681,2546
19.0924,2.2974,331.1424,1.2451,1028,1787,1798,2511
15.3757,1.7321,330.4873,0.9898,1077,1824,1814,2551
13.7118,2.1546,327.8196,0.9131,1095,1796,1772,2551
15.3669,2.7074,328.0289,1.0233,1080,1769,1778,2521
16.6299,2.1142,328.0605,0.7585,1063,1804,1777,2542
15.1466,1.6496,330.2211,0.8627,1072,1825,1819,2554
15.1218,2.1271,328.7474,0.1657,1092,1803,1800,2546
12.894,1.5869,330.9881,1.3895,1095,1823,1808,2555
13.0113,1.5143,324.2907,1.1195,1095,1825,1675,2555
10.7922,1.2892,328.2863,0.6906,1095,1825,1782,2555
20.2487,2.438,327.7479,1.7595,1022,1783,1765,2510
11.2684,1.0089,329.4873,1.0348,1095,1825,1811,2555
12.9213,2.4194,328.9239,0.5855,1095,1786,1800,2547
12.8448,1.7999,331.5957,1.3427,1090,1807,1788,2555
17.6848,0.6604,326.2813,1.1592,1049,1825,1731,2555
14.1152,1.7206,330.091,1.1578,1087,1822,1813,2555
18.7432,0.24,331.1167,0.8297,1048,1825,1792,2553
12.9795,1.8753,333.7133,1.1802,1095,1813,1737,2555
15.837,2.0311,329.0365,0.8953,1081,1804,1787,2537
12.494,1.1446,330.6489,1.2224,1095,1825,1815,2555
21.4354,1.5741,326.3923,0.238,1018,1818,1737,2530
11.4372,2.6725,325.2161,0.8265,1095,1777,1712,2548
15.9295,1.1966,331.6895,1.6889,1049,1825,1782,2551
16.9013,0.8647,329.9889,0.6932,1065,1825,1814,2555
16.2414,2.389,332.357,0.7585,1087,1791,1768,2525
14.4441,2.6776,327.2532,0.8208,1088,1777,1763,2541
14.6105,1.5022,331.0398,0.5141,1086,1823,1804,2553
15.1314,2.1069,333.7376,0.1167,1092,1817,1728,2545
14.559,2.3049,330.8394,0.9078,1086,1797,1804,2548
17.8916,1.0545,330.5532,1.0543,1051,1825,1809,2547
21.6316,1.2088,330.0171,0.979,1017,1825,1820,2530
13.3275,2.2385,326.8582,0.942,1092,1793,1751,2543
10.8906,2.511,332.7111,1.0172,1095,1784,1751,2555
14.7352,1.8377,328.7783,1.4091,1078,1813,1790,2554
22.7391,0.9721,331.009,0.9238,1007,1825,1794,2526
12.589,2.6922,326.8739,0.7704,1095,1769,1739,2539
19.9174,1.1814,327.6411,0.8875,1039,1825,1767,2536
20.0331,1.2989,332.8702,1.2317,1025,1825,1759,2532
13.3392,1.7054,329.3054,1.5648,1090,1816,1807,2555
16.7069,2.4325,332.9066,0.7487,1062,1795,1745,2522
19.8852,2.0124,329.8435,1.0396,1026,1797,1825,2521
13.8626,1.7489,326.3162,1.1353,1093,1811,1741,2555
14.3893,1.778,331.7841,0.603,1090,1821,1777,2552
13.255,1.5261,328.8202,1.0082,1093,1825,1793,2555
11.9557,1.8349,331.3974,0.4137,1095,1816,1793,2555
13.0522,0.0,330.0504,0.2924,1095,1825,1825,2555
11.3282,1.322,326.9138,1.1467,1095,1825,1745,2555
15.1023,1.6448,330.3286,0.8465,1081,1819,1810,2554
12.6901,0.8094,334.3924,1.0809,1095,1825,1718,2555
15.7014,1.7318,330.986,0.9928,1064,1806,1804,2548
10.3323,1.3773,329.885,0.6094,1095,1825,1822,2555
15.9926,2.5533,332.1507,0.9819,1072,1787,1768,2532
17.5006,2.4438,330.4213,0.5068,1059,1790,1819,2531
9.0188,1.2205,330.4191,1.5564,1095,1825,1817,2555
16.1222,1.4095,327.8167,0.4576,1082,1825,1767,2550
18.683,1.4556,330.4677,0.9217,1048,1823,1814,2534
11.3711,1.229,332.0709,0.5831,1095,1825,1766,2555
20.0177,1.617,328.3279,1.2282,1026,1818,1787,2528
16.2571,1.045,332.849,0.8674,1073,1825,1752,2555
12.885,0.8216,329.8166,0.7925,1095,1825,1818,2555
14.8327,1.8736,328.2245,1.3413,1089,1817,1780,2550
16.675,1.8777,331.9953,1.0118,1073,1815,1775,2539
15.228,1.0174,329.4264,1.2067,1075,1825,1815,2555
16.6163,2.0372,331.519,0.6075,1072,1798,1790,2527
12.238,1.1211,329.4165,0.4381,1095,1825,1810,2555
15.5081,1.6519,329.8803,1.0429,1074,1819,1825,2549
10.7589,1.9922,330.9871,0.8725,1095,1803,1802,2555
14.6663,1.4798,330.5818,1.2506,1084,1825,1808,2555
12.2883,1.7728,326.0089,0.968,1095,1815,1725,2555
12.7934,1.1901,327.7575,1.082,1095,1825,1768,2555
18.7083,1.3821,331.8588,0.3506,1048,1825,1781,2533
18.2739,1.3765,329.7357,1.7554,1027,1825,1817,2531
16.8274,1.0521,328.9525,0.9343,1064,1825,1797,2555
11.7231,1.3939,327.2829,1.279,1095,1825,1767,2555
14.0508,0.5708,327.8405,0.6656,1093,1825,1776,2555
18.6393,1.2053,325.9564,1.1232,1049,1825,1720,2549
15.4252,1.3291,329.7974,0.4789,1080,1825,1823,2553
21.958,1.3463,328.8031,1.1808,1002,1825,1796,2516
16.18,1.3551,328.0668,0.8576,1070,1825,1779,2552
15.5761,1.4629,329.8638,1.0117,1074,1825,1822,2551
14.0727,1.7877,330.7279,1.2792,1089,1813,1813,2550
15.4006,2.0247,334.1864,0.507,1080,1800,1722,2542
14.5426,1.1101,326.9762,0.7262,1095,1825,1749,2555
17.1243,0.7781,332.3188,1.1829,1066,1825,1772,2550
17.8701,0.8748,331.9462,1.8393,1039,1825,1778,2551
12.642,1.2077,328.4418,0.9448,1095,1825,1787,2555
11.0063,1.2888,330.4065,1.2365,1095,1825,1816,2555
9.4914,1.038,329.0847,0.9572,1095,1825,1802,2555
16.524,0.7223,330.3714,1.7769,1058,1825,1816,2555
11.6899,1.2263,333.0183,0.3011,1095,1825,1747,2555
8.5413,1.6089,331.2112,1.0378,1095,1817,1791,2555
16.1657,1.857,331.0172,0.3498,1063,1800,1795,2534
22.479,1.1655,329.1394,0.0,1017,1825,1797,2532
14.9818,1.2522,327.0319,1.119,1075,1825,1746,2555
17.5155,0.944,329.5831,1.0558,1049,1825,1814,2554
15.2455,1.4811,332.4132,0.8861,1080,1820,1765,2555
14.7033,0.9909,326.9457,0.9575,1082,1825,1747,2555
17.7572,1.8439,327.8898,2.2393,1030,1809,1760,2525
14.1292,0.4285,330.2525,0.8967,1085,1825,1825,2555
15.8022,1.2842,328.0307,1.204,1065,1825,1781,2555
15.9651,1.6807,328.415,0.7403,1080,1824,1788,2539
12.9957,1.6103,329.1528,1.1181,1095,1817,1813,2555
17.9761,3.1158,327.2688,0.9047,1049,1755,1752,2508
14.4751,1.7099,328.0518,0.8358,1085,1819,1786,2551
12.7328,0.8976,331.4069,1.7276,1093,1825,1785,2555
16.6095,1.4427,327.3853,1.4709,1059,1825,1761,2548
12.3046,0.4343,326.8043,1.0547,1091,1825,1739,2555
15.0845,1.4516,328.74,0.0783,1095,1823,1794,2548
14.9726,1.0002,331.4639,0.8556,1090,1825,1790,2555
18.2577,2.0492,329.6062,2.0812,1026,1805,1814,2533
16.4241,1.1703,329.0708,0.9077,1062,1825,1805,2555
14.9249,1.4299,330.0887,1.4413,1072,1825,1823,2553
17.4533,1.1187,326.5086,1.5768,1043,1825,1735,2544
19.1706,2.5433,330.9894,1.0876,1038,1784,1797,2512
16.6734,1.3073,330.7669,0.6633,1059,1825,1810,2555
15.0311,2.5995,329.1814,0.0259,1089,1783,1801,2536
11.0645,1.9885,332.0118,1.2737,1095,1806,1779,2555
11.8047,1.7892,327.745,0.6741,1095,1812,1775,2555
14.0843,1.7212,332.2558,1.0705,1094,1817,1760,2555
13.1715,1.7363,330.309,0.5001,1095,1818,1823,2555
